,thema,date,score
0,020560,2020.12.24,67
1,020560,2020-12-24,59
2,020560,2020-12-23,50
3,020560,2020.12.18,59
4,020560,2020-12-18,70
5,020560,2020.12.17,72
6,020560,2020-12-17,62
7,020560,2020.12.16,84
8,020560,2020-12-16,58
9,020560,2020-12-15,40
10,020560,2020.12.14,69
11,020560,2020-12-14,68
12,020560,2020-12-13,75
13,020560,2020-12-11,48
14,020560,2020.12.10,88
15,020560,2020-12-10,65
16,020560,2020.12.09,83
17,020560,2020-12-09,66
18,020560,2020.12.08,77
19,020560,2020-12-08,46
20,020560,2020-12-07,66
21,020560,2020.12.06,70
22,020560,2020.12.05,58
23,020560,2020-12-05,60
24,020560,2020.12.04,65
25,020560,2020-12-04,27
26,020560,2020.12.03,42
27,020560,2020-12-03,51
28,020560,2020.12.02,71
29,020560,2020-12-02,58
30,020560,2020.12.01,54
31,020560,2020-12-01,48
32,020560,2020.11.30,41
33,020560,2020-11-30,48
34,020560,2020.11.29,72
35,020560,2020-11-28,59
36,020560,2020.11.27,56
37,020560,2020-11-27,49
38,020560,2020.11.26,93
39,020560,2020-11-26,38
40,020560,2020.11.25,44
41,020560,2020-11-25,37
42,020560,2020.11.24,72
43,020560,2020-11-24,44
44,020560,2020.11.23,46
45,020560,2020-11-23,58
46,020560,2020-11-22,39
47,020560,2020.11.21,54
48,020560,2020-11-21,50
49,020560,2020.11.20,57
50,020560,2020-11-20,44
51,020560,2020.11.19,70
52,020560,2020-11-19,53
53,020560,2020.11.18,56
54,020560,2020-11-18,46
55,020560,2020.11.13,61
56,020560,2020.11.17,51
57,020560,2020-11-17,59
58,020560,2020.11.16,60
59,020560,2020-11-16,51
60,020560,2020.11.15,61
61,020560,2020-11-15,48
62,020560,2020-11-14,51
63,020560,2020.11.14,65
64,020560,2020-11-13,46
65,020560,2020.11.12,55
66,020560,2020-11-12,72
67,020560,2020.11.11,84
68,020560,2020-11-11,35
69,020560,2020.11.10,96
70,020560,2020.11.09,60
71,020560,2020-11-09,75
72,020560,2020.11.07,50
73,020560,2020-11-07,53
74,020560,2020.11.06,58
75,020560,2020-11-06,46
76,020560,2020-11-05,38
77,020560,2020.11.04,60
78,020560,2020-11-04,43
79,020560,2020-11-03,47
80,020560,2020.11.02,72
81,020560,2020-10-31,80
82,020560,2020-10-30,70
83,020560,2020.10.30,44
84,020560,2020-10-29,56
85,020560,2020.10.28,89
86,020560,2020-10-28,61
87,020560,2020-10-26,82
88,020560,2020-10-25,64
89,020560,2020-10-22,42
90,020560,2020.10.21,74
91,020560,2020-10-21,55
92,020560,2020-10-20,50
93,020560,2020.10.19,65
94,020560,2020-10-19,43
95,020560,2020-10-17,73
96,020560,2020.10.16,45
97,020560,2020-10-16,75
98,020560,2020.10.15,47
99,020560,2020-10-15,64
100,020560,2020.10.13,53
101,020560,2020.10.12,65
102,020560,2020.10.11,77
103,020560,2020-10-11,78
104,020560,2020-10-10,54
105,020560,2020.10.09,87
106,020560,2020-10-09,33
107,020560,2020.10.08,91
108,020560,2020-10-08,51
109,020560,2020.10.07,88
110,020560,2020-10-07,62
111,020560,2020-10-06,52
112,020560,2020.10.05,48
113,020560,2020-10-03,59
114,020560,2020-10-02,76
115,020560,2020.09.30,66
116,020560,2020.09.29,58
117,020560,2020-09-29,57
118,020560,2020.09.28,51
119,020560,2020-09-27,86
120,020560,2020-09-26,72
121,020560,2020-09-25,51
122,020560,2020.09.24,79
123,020560,2020-09-24,67
124,020560,2020-09-23,63
125,020560,2020-09-22,70
126,020560,2020.09.21,80
127,020560,2020-09-20,40
128,020560,2020-09-19,41
129,020560,2020.09.18,60
130,020560,2020.09.16,42
131,020560,2020-09-16,48
132,020560,2020.09.15,54
133,020560,2020-09-15,48
134,020560,2020.09.14,51
135,020560,2020-09-14,46
136,020560,2020-09-13,48
137,020560,2020-09-12,57
138,020560,2020.09.12,51
139,020560,2020.09.11,65
140,020560,2020-09-11,61
141,020560,2020-09-10,57
142,020560,2020.09.09,61
143,020560,2020-09-09,67
144,020560,2020.09.08,57
145,020560,2020-09-08,38
146,020560,2020.09.07,61
147,020560,2020-09-07,44
148,020560,2020.09.06,62
149,020560,2020.09.05,52
150,020560,2020.09.04,82
151,020560,2020-09-04,45
152,020560,2020.09.03,88
153,020560,2020-09-03,53
154,020560,2020-09-02,48
155,020560,2020.09.01,0
156,020560,2020-08-31,65
157,020560,2020-08-30,50
158,020560,2020.08.29,52
159,020560,2020.08.28,77
160,020560,2020-08-28,66
161,020560,2020.08.27,62
162,020560,2020-08-27,58
163,020560,2020.08.26,42
164,020560,2020-08-26,46
165,020560,2020-08-24,48
166,020560,2020.08.21,38
167,020560,2020-08-21,74
168,020560,2020-08-20,54
169,020560,2020.08.19,43
170,020560,2020-08-19,63
171,020560,2020.08.16,51
172,020560,2020-08-14,84
173,020560,2020-08-13,33
174,020560,2020-08-12,62
175,020560,2020.08.11,39
176,020560,2020-08-11,53
177,020560,2020.08.10,45
178,020560,2020-08-10,54
179,020560,2020.08.09,43
180,020560,2020-08-08,44
181,020560,2020-08-07,33
182,020560,2020-08-06,71
183,020560,2020-08-05,28
184,020560,2020.08.04,46
185,020560,2020-08-04,44
186,020560,2020-08-03,43
187,020560,2020-08-01,83
188,020560,2020.07.31,60
189,020560,2020-07-31,47
190,020560,2020.07.29,48
191,020560,2020.07.30,56
192,020560,2020-07-30,47
193,020560,2020-07-29,67
194,020560,2020-07-28,32
195,020560,2020-07-27,45
196,020560,2020.07.24,52
197,020560,2020.07.23,67
198,020560,2020-07-22,47
199,020560,2020-07-04,60
