,thema,date,score
0,298690,2020-12-18,91
1,298690,2020.12.17,74
2,298690,2020-12-17,71
3,298690,2020.12.16,98
4,298690,2020-12-15,40
5,298690,2020-12-14,58
6,298690,2020.12.13,46
7,298690,2020-12-11,75
8,298690,2020.12.10,77
9,298690,2020-12-10,67
10,298690,2020-12-09,68
11,298690,2020.12.08,77
12,298690,2020-12-08,70
13,298690,2020.12.07,100
14,298690,2020-12-07,32
15,298690,2020.12.06,70
16,298690,2020-12-05,70
17,298690,2020-12-03,57
18,298690,2020-12-02,48
19,298690,2020-12-01,54
20,298690,2020-11-27,54
21,298690,2020.11.25,59
22,298690,2020.11.24,80
23,298690,2020-11-22,39
24,298690,2020-11-20,75
25,298690,2020.11.19,71
26,298690,2020-11-19,67
27,298690,2020.11.18,76
28,298690,2020-11-18,60
29,298690,2020.11.17,61
30,298690,2020-11-17,59
31,298690,2020.11.16,45
32,298690,2020-11-16,54
33,298690,2020.11.15,62
34,298690,2020-11-14,51
35,298690,2020.11.12,38
36,298690,2020-11-12,79
37,298690,2020-11-11,42
38,298690,2020.11.10,93
39,298690,2020.11.09,100
40,298690,2020-11-05,23
41,298690,2020.11.03,83
42,298690,2020-11-01,78
43,298690,2020-10-30,78
44,298690,2020.10.23,90
45,298690,2020-10-23,46
46,298690,2020.10.22,60
47,298690,2020-10-22,76
48,298690,2020.10.21,84
49,298690,2020-10-21,50
50,298690,2020-10-20,53
51,298690,2020-10-19,60
52,298690,2020-10-16,65
53,298690,2020.10.15,56
54,298690,2020-10-15,75
55,298690,2020.10.14,86
56,298690,2020-10-14,67
57,298690,2020-10-13,61
58,298690,2020-10-11,78
59,298690,2020.10.05,45
60,298690,2020.09.30,66
61,298690,2020-09-30,55
62,298690,2020.09.29,62
63,298690,2020-09-29,54
64,298690,2020-09-28,60
65,298690,2020-09-26,72
66,298690,2020-09-22,62
67,298690,2020.09.18,37
68,298690,2020.09.15,58
69,298690,2020-09-15,33
70,298690,2020-09-13,48
71,298690,2020-09-12,58
72,298690,2020.09.11,87
73,298690,2020-09-11,78
74,298690,2020.09.10,78
75,298690,2020.09.07,48
76,298690,2020-09-07,59
77,298690,2020.09.06,62
78,298690,2020-09-04,33
79,298690,2020-09-03,57
80,298690,2020-09-02,50
81,298690,2020-08-29,46
82,298690,2020-08-27,91
83,298690,2020.08.26,84
84,298690,2020-08-26,55
85,298690,2020-08-24,80
86,298690,2020.08.21,65
87,298690,2020-08-20,74
88,298690,2020.08.16,17
89,298690,2020-08-15,23
90,298690,2020-08-11,42
91,298690,2020.08.06,93
92,298690,2020-08-06,45
93,298690,2020-08-05,42
94,298690,2020.08.04,82
95,298690,2020-08-04,64
96,298690,2020.07.31,63
97,298690,2020-07-31,54
98,298690,2020-07-29,89
99,298690,2020-07-28,33
100,298690,2020.07.27,80
101,298690,2020-07-27,23
102,298690,2020-07-24,45
103,298690,2020-07-23,55
104,298690,2020.07.22,53
105,298690,2020-07-21,47
106,298690,2020.07.17,93
107,298690,2020-07-17,50
108,298690,2020.07.14,46
109,298690,2020-07-14,33
110,298690,2020-07-10,76
111,298690,2020.07.09,86
112,298690,2020-07-08,59
113,298690,2020-06-30,77
114,298690,2020.06.29,63
115,298690,2020.06.26,66
116,298690,2020-06-27,62
