,thema,date,score
0,089590,2020-12-24,54
1,089590,2020-12-22,94
2,089590,2020.12.21,75
3,089590,2020.12.19,83
4,089590,2020-12-19,83
5,089590,2020-12-18,73
6,089590,2020.12.17,46
7,089590,2020-12-17,63
8,089590,2020-12-16,54
9,089590,2020-12-15,40
10,089590,2020-12-13,75
11,089590,2020.12.11,87
12,089590,2020-12-11,72
13,089590,2020-12-10,63
14,089590,2020.12.09,92
15,089590,2020-12-09,70
16,089590,2020.12.08,82
17,089590,2020-12-08,84
18,089590,2020.12.07,92
19,089590,2020-12-05,75
20,089590,2020.12.06,70
21,089590,2020.12.03,100
22,089590,2020-12-02,48
23,089590,2020-12-01,75
24,089590,2020-11-28,70
25,089590,2020-11-26,57
26,089590,2020-11-25,62
27,089590,2020.11.23,50
28,089590,2020-11-23,88
29,089590,2020.11.21,75
30,089590,2020-11-21,57
31,089590,2020-11-20,66
32,089590,2020.11.19,69
33,089590,2020-11-19,76
34,089590,2020-11-18,78
35,089590,2020-11-17,69
36,089590,2020-11-16,47
37,089590,2020-11-14,51
38,089590,2020-11-13,53
39,089590,2020-11-11,53
40,089590,2020.11.11,60
41,089590,2020-11-10,50
42,089590,2020-11-07,55
43,089590,2020-11-06,57
44,089590,2020-11-05,42
45,089590,2020.11.04,88
46,089590,2020-11-03,47
47,089590,2020-10-31,80
48,089590,2020-10-30,78
49,089590,2020-10-29,71
50,089590,2020-10-28,78
51,089590,2020.10.26,68
52,089590,2020-10-24,63
53,089590,2020-10-23,54
54,089590,2020-10-22,70
55,089590,2020.10.21,77
56,089590,2020-10-21,57
57,089590,2020-10-20,71
58,089590,2020.10.19,46
59,089590,2020-10-19,56
60,089590,2020-10-17,73
61,089590,2020-10-16,67
62,089590,2020.10.15,47
63,089590,2020-10-15,63
64,089590,2020-10-14,49
65,089590,2020.10.13,41
66,089590,2020-10-13,61
67,089590,2020.10.12,66
68,089590,2020-10-11,78
69,089590,2020-10-10,54
70,089590,2020.10.09,87
71,089590,2020-10-09,52
72,089590,2020.10.07,34
73,089590,2020.10.06,44
74,089590,2020-10-06,42
75,089590,2020.10.05,48
76,089590,2020-10-01,87
77,089590,2020.09.30,69
78,089590,2020-09-30,93
79,089590,2020.09.29,42
80,089590,2020-09-29,61
81,089590,2020-09-26,74
82,089590,2020-09-25,18
83,089590,2020-09-24,67
84,089590,2020-09-23,63
85,089590,2020.09.22,73
86,089590,2020-09-22,58
87,089590,2020-09-21,45
88,089590,2020-09-20,40
89,089590,2020-09-19,43
90,089590,2020.09.18,81
91,089590,2020-09-18,42
92,089590,2020-09-16,58
93,089590,2020.09.15,58
94,089590,2020-09-12,47
95,089590,2020-09-11,53
96,089590,2020-09-09,42
97,089590,2020.09.08,95
98,089590,2020-09-08,31
99,089590,2020.09.06,62
100,089590,2020-09-04,65
101,089590,2020-09-03,37
102,089590,2020.08.30,57
103,089590,2020-08-28,70
104,089590,2020.08.26,39
105,089590,2020-08-26,44
106,089590,2020-08-22,44
107,089590,2020.08.21,39
108,089590,2020-08-20,40
109,089590,2020-08-19,76
110,089590,2020.08.16,41
111,089590,2020-08-15,30
112,089590,2020.08.12,91
113,089590,2020-08-12,47
114,089590,2020.08.11,42
115,089590,2020-08-11,43
116,089590,2020.08.10,35
117,089590,2020.08.08,20
118,089590,2020.08.07,50
119,089590,2020-08-08,44
120,089590,2020.08.06,42
121,089590,2020-08-06,45
122,089590,2020-08-05,42
123,089590,2020.08.04,52
124,089590,2020-08-03,30
125,089590,2020-08-02,65
126,089590,2020.07.31,60
127,089590,2020-08-01,81
128,089590,2020-07-31,32
129,089590,2020.07.30,40
130,089590,2020-07-30,31
131,089590,2020-07-29,25
132,089590,2020.07.28,37
133,089590,2020-07-28,40
134,089590,2020-07-27,46
135,089590,2020.07.25,34
136,089590,2020-07-25,59
137,089590,2020.07.24,49
138,089590,2020-07-24,42
139,089590,2020.07.23,41
140,089590,2020.07.22,30
141,089590,2020-07-23,57
142,089590,2020-07-22,52
143,089590,2020-07-17,50
144,089590,2020-07-15,35
145,089590,2020-07-08,41
146,089590,2020-07-07,40
147,089590,2020-07-03,35
148,089590,2020-07-01,47
149,089590,2020-06-30,37
150,089590,2020-06-27,59
151,089590,2020.07.21,71
152,089590,2020-07-21,51
153,089590,2020.07.19,34
154,089590,2020.07.17,51
155,089590,2020.07.16,49
156,089590,2020-07-14,52
157,089590,2020-07-13,89
158,089590,2020.07.12,55
159,089590,2020-07-11,38
160,089590,2020.07.10,56
161,089590,2020.07.08,54
162,089590,2020-07-09,32
163,089590,2020.07.07,41
164,089590,2020.07.06,30
165,089590,2020-07-06,86
166,089590,2020-07-04,73
167,089590,2020-07-02,41
168,089590,2020.07.01,36
169,089590,2020.06.29,60
170,089590,2020.06.28,43
171,089590,2020.06.26,51
172,089590,2020.06.25,39
173,089590,2020-06-26,33
174,089590,2020.06.24,38
