,thema,date,score
0,128940,2020-12-24,62
1,128940,2020-12-21,64
2,128940,2020-12-19,88
3,128940,2020-12-16,66
4,128940,2020-12-15,0
5,128940,2020.12.14,0
6,128940,2020-12-11,79
7,128940,2020-12-10,86
8,128940,2020.12.09,73
9,128940,2020-12-09,91
10,128940,2020-12-08,67
11,128940,2020-12-04,50
12,128940,2020-11-28,100
13,128940,2020.11.27,76
14,128940,2020-11-27,87
15,128940,2020-11-26,87
16,128940,2020-11-25,90
17,128940,2020-11-21,75
18,128940,2020-11-16,60
19,128940,2020.11.12,57
20,128940,2020-11-11,61
21,128940,2020-11-10,21
22,128940,2020-11-05,63
23,128940,2020.11.04,87
24,128940,2020-11-04,73
25,128940,2020.11.02,41
26,128940,2020-10-31,53
27,128940,2020-10-30,63
28,128940,2020.10.29,50
29,128940,2020-10-29,65
30,128940,2020.10.28,64
31,128940,2020-10-28,64
32,128940,2020.10.27,56
33,128940,2020-10-27,76
34,128940,2020-10-20,76
35,128940,2020.10.15,56
36,128940,2020.10.12,56
37,128940,2020.10.08,93
38,128940,2020-10-07,70
39,128940,2020-09-29,73
40,128940,2020-09-24,92
41,128940,2020-09-22,79
42,128940,2020-09-10,0
43,128940,2020.09.09,62
44,128940,2020-09-07,33
45,128940,2020.09.03,82
46,128940,2020-09-03,76
47,128940,2020.09.02,84
48,128940,2020.08.29,76
49,128940,2020.08.28,85
50,128940,2020-08-27,76
51,128940,2020-08-26,84
52,128940,2020.08.25,35
53,128940,2020.08.24,33
54,128940,2020-08-13,83
55,128940,2020.08.12,66
56,128940,2020.08.11,94
57,128940,2020-08-11,70
58,128940,2020.08.10,56
59,128940,2020.08.08,76
60,128940,2020-08-07,66
61,128940,2020.08.06,82
62,128940,2020-08-06,80
63,128940,2020.08.05,67
64,128940,2020-08-05,73
65,128940,2020-08-04,76
66,128940,2020-08-03,78
67,128940,2020-07-31,75
68,128940,2020.07.30,57
69,128940,2020.07.29,33
70,128940,2020-07-30,57
71,128940,2020-07-29,76
72,128940,2020.07.28,82
73,128940,2020-07-22,74
74,128940,2020.07.21,79
75,128940,2020.07.17,50
76,128940,2020-07-18,75
77,128940,2020.07.16,71
78,128940,2020-07-15,58
79,128940,2020-07-10,79
80,128940,2020.07.09,87
81,128940,2020.07.08,41
82,128940,2020-07-07,63
83,128940,2020-07-02,90
84,128940,2020.07.01,76
85,128940,2020-07-01,59
86,128940,2020-06-27,78
87,128940,2020-06-25,85
