,thema,date,score
0,006280,2020-12-24,76
1,006280,2020-12-23,80
2,006280,2020-12-18,90
3,006280,2020.12.17,85
4,006280,2020-12-16,79
5,006280,2020.12.15,92
6,006280,2020-12-10,88
7,006280,2020-12-09,72
8,006280,2020.12.08,93
9,006280,2020-12-08,77
10,006280,2020.12.07,60
11,006280,2020-12-05,92
12,006280,2020.12.04,86
13,006280,2020-12-04,62
14,006280,2020.12.01,77
15,006280,2020-11-25,72
16,006280,2020-11-24,81
17,006280,2020.11.20,79
18,006280,2020-11-20,68
19,006280,2020.11.19,100
20,006280,2020-11-19,80
21,006280,2020-11-18,77
22,006280,2020.11.13,71
23,006280,2020-11-12,80
24,006280,2020.11.11,76
25,006280,2020-11-11,86
26,006280,2020-11-10,77
27,006280,2020-11-08,70
28,006280,2020.11.05,79
29,006280,2020-11-05,63
30,006280,2020.11.04,45
31,006280,2020.11.03,58
32,006280,2020-11-03,58
33,006280,2020-11-02,73
34,006280,2020-10-31,78
35,006280,2020-10-28,36
36,006280,2020-10-27,31
37,006280,2020-10-25,64
38,006280,2020-10-24,38
39,006280,2020-10-23,56
40,006280,2020-10-21,63
41,006280,2020-10-16,82
42,006280,2020.10.14,75
43,006280,2020.10.12,74
44,006280,2020-09-23,13
45,006280,2020-09-22,55
46,006280,2020.09.21,81
47,006280,2020.09.16,46
48,006280,2020-09-14,85
49,006280,2020-09-12,73
50,006280,2020.09.11,100
51,006280,2020-09-11,80
52,006280,2020-09-10,73
53,006280,2020.09.09,60
54,006280,2020-09-09,66
55,006280,2020-09-07,52
56,006280,2020-08-31,77
57,006280,2020.08.28,79
58,006280,2020-08-26,79
59,006280,2020.08.24,72
60,006280,2020.08.23,32
61,006280,2020-08-19,84
62,006280,2020.08.17,38
63,006280,2020-08-11,90
64,006280,2020.08.10,100
65,006280,2020-08-04,75
66,006280,2020.08.03,100
67,006280,2020-08-02,84
68,006280,2020.07.31,56
69,006280,2020-07-31,61
70,006280,2020-07-30,83
71,006280,2020-07-29,86
72,006280,2020-07-28,54
73,006280,2020-07-23,78
74,006280,2020-07-22,59
75,006280,2020.07.21,66
76,006280,2020-07-21,77
77,006280,2020-07-16,62
78,006280,2020.07.15,69
79,006280,2020-07-15,76
80,006280,2020-07-14,80
81,006280,2020.07.11,100
82,006280,2020-07-11,55
83,006280,2020.07.10,62
84,006280,2020-07-05,60
85,006280,2020.07.03,83
86,006280,2020.07.02,66
87,006280,2020-07-02,59
