Date,Open,High,Low,Close,Volume,Change,5Days,10Days,20Days,60Days,120Days,종목코드,회사명
2017-01-02,55500,55800,53000,53100,54984,-0.051785714,54700,55790,55455,57876.66667,60904.16667,6840,AK홀딩스
2017-01-03,53100,53400,51900,52100,57379,-0.018832392,54220,55240,55400,57723.33333,60770,6840,AK홀딩스
2017-01-04,52500,52500,50900,51100,66983,-0.019193858,53520,54620,55255,57563.33333,60613.33333,6840,AK홀딩스
2017-01-05,51000,51900,51000,51900,34418,0.015655577,52840,54120,55160,57415,60445,6840,AK홀딩스
2017-01-06,52100,52200,51200,52100,32076,0.003853565,52060,53640,55070,57273.33333,60285,6840,AK홀딩스
2017-01-09,51600,52100,50900,51100,27143,-0.019193858,51660,53180,54865,57115,60129.16667,6840,AK홀딩스
2017-01-10,51000,51600,50900,51400,33092,0.005870841,51520,52870,54660,56951.66667,59985.83333,6840,AK홀딩스
2017-01-11,51400,51600,51100,51500,27154,0.001945525,51600,52560,54435,56810,59853.33333,6840,AK홀딩스
2017-01-12,51600,52300,51100,51200,48403,-0.005825243,51460,52150,54210,56658.33333,59718.33333,6840,AK홀딩스
2017-01-13,51400,52800,51400,52600,28924,0.02734375,51560,51810,54005,56546.66667,59589.16667,6840,AK홀딩스
2017-01-16,52800,52900,52200,52900,24246,0.005703422,51920,51790,53790,56426.66667,59465,6840,AK홀딩스
2017-01-17,52900,53300,52400,52700,20350,-0.003780718,52180,51850,53545,56300,59345.83333,6840,AK홀딩스
2017-01-18,52800,53100,52500,53000,28053,0.0056926,52480,52040,53330,56175,59226.66667,6840,AK홀딩스
2017-01-19,53200,53400,52500,52900,29897,-0.001886792,52820,52140,53130,56071.66667,59125,6840,AK홀딩스
2017-01-20,53100,53100,52400,52800,17364,-0.001890359,52860,52210,52925,55961.66667,59010.83333,6840,AK홀딩스
2017-01-23,53000,53000,52100,52900,16789,0.001893939,52860,52390,52785,55833.33333,58899.16667,6840,AK홀딩스
2017-01-24,53000,53000,51600,51900,17571,-0.018903592,52700,52440,52655,55671.66667,58773.33333,6840,AK홀딩스
2017-01-25,51800,52100,51400,51700,18097,-0.003853565,52440,52460,52510,55545,58612.5,6840,AK홀딩스
2017-01-26,51900,52300,51100,51400,13736,-0.005802708,52140,52480,52315,55453.33333,58434.16667,6840,AK홀딩스
2017-01-31,51400,51400,50200,50500,14149,-0.017509728,51680,52270,52040,55335,58255,6840,AK홀딩스
2017-02-01,50500,52200,50500,51800,22610,0.025742574,51460,52160,51975,55225,58115.83333,6840,AK홀딩스
2017-02-02,52100,54300,52100,52700,48823,0.017374517,51620,52160,52005,55131.66667,57990,6840,AK홀딩스
2017-02-03,53000,53900,52200,52500,19898,-0.003795066,51780,52110,52075,55038.33333,57855.83333,6840,AK홀딩스
