,Date,Open,High,Low,Close,Volume,Change,5Days,10Days,20Days,60Days,120Days,종목코드,회사명,emotion,count
0,2017-01-02,67000,68100,67000,67400,6493,-0.010279001,69920,70860,70490.0,69200.0,67301.66667,71320,지역난방공사,0,0
1,2017-01-03,67400,68100,65800,66300,29974,-0.016320475,68780,70320,70335.0,69201.66667,67330.83333,71320,지역난방공사,0,0
2,2017-01-04,66300,66500,64600,64600,43344,-0.025641026,67120,69580,70090.0,69163.33333,67335.83333,71320,지역난방공사,1,5
3,2017-01-05,64700,65200,64200,64800,29496,0.003095975,66240,68870,69850.0,69130.0,67344.16667,71320,지역난방공사,0,0
4,2017-01-06,64500,65300,64300,64900,11462,0.00154321,65600,68200,69595.0,69101.66667,67350.0,71320,지역난방공사,0,0
5,2017-01-09,65000,65300,64500,64800,9150,-0.001540832,65080,67500,69320.0,69065.0,67353.33333,71320,지역난방공사,0,0
6,2017-01-10,64800,64900,64200,64500,11581,-0.00462963,64720,66750,69000.0,69026.66667,67342.5,71320,지역난방공사,0,0
7,2017-01-11,64600,65900,64200,64400,14930,-0.001550388,64680,65900,68710.0,68981.66667,67329.16667,71320,지역난방공사,0,0
8,2017-01-12,64800,65100,64000,65000,17120,0.00931677,64720,65480,68485.0,68935.0,67319.16667,71320,지역난방공사,0,0
9,2017-01-13,65300,65700,64900,65500,7902,0.007692308,64840,65220,68235.0,68891.66667,67315.0,71320,지역난방공사,0,0
10,2017-01-16,65900,65900,64600,64900,9601,-0.009160305,64860,64970,67915.0,68820.0,67305.83333,71320,지역난방공사,0,0
11,2017-01-17,64900,65300,63700,64200,21719,-0.010785824,64800,64760,67540.0,68721.66667,67295.83333,71320,지역난방공사,-1,1
12,2017-01-18,64200,65500,63800,65500,20622,0.020249221,65020,64850,67215.0,68661.66667,67290.0,71320,지역난방공사,0,0
13,2017-01-19,64800,66000,64800,65900,11024,0.00610687,65200,64960,66915.0,68625.0,67286.66667,71320,지역난방공사,1,1
14,2017-01-20,65900,66800,65800,66500,11021,0.009104704,65400,65120,66660.0,68586.66667,67286.66667,71320,지역난방공사,1,1
15,2017-01-23,66800,66800,66100,66400,5738,-0.001503759,65700,65280,66390.0,68551.66667,67280.83333,71320,지역난방공사,0,0
