,Date,Open,High,Low,Close,Volume,Change,5Days,10Days,20Days,60Days,120Days,종목코드,회사명,emotion,count
0,2017-01-02,48100,48650,47650,48300,80486,-0.003095975,48830,48440,47932.5,45902.5,44240.41667,36460,한국가스공사,0,0
1,2017-01-03,48300,48650,47200,47600,203498,-0.014492754,48540,48350,48040.0,45942.5,44305.83333,36460,한국가스공사,-1,1
2,2017-01-04,47350,48200,46950,47850,212521,0.005252101,48300,48360,48135.0,45981.66667,44375.83333,36460,한국가스공사,1,2
3,2017-01-05,48150,48150,46950,47200,209154,-0.013584117,47880,48300,48222.5,46027.5,44438.33333,36460,한국가스공사,-1,2
4,2017-01-06,47000,47750,46750,47750,119676,0.011652542,47740,48280,48255.0,46094.16667,44504.58333,36460,한국가스공사,-1,2
5,2017-01-09,47300,47750,47000,47550,92284,-0.004188482,47590,48210,48270.0,46160.0,44566.66667,36460,한국가스공사,-1,2
6,2017-01-10,47000,47700,46200,47700,217147,0.003154574,47610,48075,48222.5,46221.66667,44632.5,36460,한국가스공사,1,1
7,2017-01-11,47050,48700,47050,48700,147133,0.020964361,47780,48040,48237.5,46285.83333,44704.58333,36460,한국가스공사,0,0
8,2017-01-12,48700,48800,47750,48200,228549,-0.01026694,47980,47930,48227.5,46352.5,44772.08333,36460,한국가스공사,0,1
9,2017-01-13,48400,48400,47100,47750,142979,-0.0093361,47980,47860,48172.5,46410.83333,44831.66667,36460,한국가스공사,1,1
10,2017-01-16,47900,48000,47400,48000,99044,0.005235602,48070,47830,48135.0,46448.33333,44895.0,36460,한국가스공사,0,0
11,2017-01-17,47300,48000,47300,47550,94219,-0.009375,48040,47825,48087.5,46474.16667,44954.58333,36460,한국가스공사,0,0
12,2017-01-18,47550,47950,47250,47950,89692,0.008412198,47890,47835,48097.5,46489.16667,45008.33333,36460,한국가스공사,1,1
13,2017-01-19,47350,47900,46900,47200,164559,-0.015641293,47690,47835,48067.5,46501.66667,45053.33333,36460,한국가스공사,0,0
14,2017-01-20,47100,47800,46900,47550,133850,0.007415254,47650,47815,48047.5,46530.0,45100.41667,36460,한국가스공사,0,0
15,2017-01-23,47100,47550,46100,46200,179357,-0.028391167,47290,47680,47945.0,46541.66667,45132.91667,36460,한국가스공사,0,0
16,2017-01-24,46050,46200,45200,45800,196361,-0.008658009,46940,47490,47782.5,46532.5,45161.66667,36460,한국가스공사,0,0
17,2017-01-25,46000,46400,45600,45800,147332,0.0,46510,47200,47620.0,46520.83333,45189.16667,36460,한국가스공사,0,0
18,2017-01-26,45800,46450,45600,45900,120593,0.002183406,46250,46970,47450.0,46502.5,45224.16667,36460,한국가스공사,0,0
19,2017-01-31,45300,46900,45300,46300,170045,0.008714597,46000,46825,47342.5,46507.5,45262.91667,36460,한국가스공사,0,0
20,2017-02-01,46900,47200,46550,46800,139267,0.010799136,46120,46705,47267.5,46514.16667,45302.08333,36460,한국가스공사,1,3
21,2017-02-02,46850,47300,46300,46950,146946,0.003205128,46350,46645,47235.0,46520.0,45338.33333,36460,한국가스공사,-1,1
22,2017-02-03,46700,47150,45850,46050,146545,-0.019169329,46400,46455,47145.0,46520.83333,45362.91667,36460,한국가스공사,0,0
23,2017-02-06,46700,46950,45600,46050,133554,0.0,46430,46340,47087.5,46528.33333,45377.91667,36460,한국가스공사,0,0
24,2017-02-07,46150,47000,46150,46550,148596,0.010857763,46480,46240,47027.5,46550.0,45390.83333,36460,한국가스공사,0,0
25,2017-02-08,46350,46950,46250,46700,126840,0.003222342,46460,46290,46985.0,46598.33333,45406.66667,36460,한국가스공사,0,0
26,2017-02-09,46700,48000,46500,47800,235252,0.023554604,46630,46490,46990.0,46665.83333,45440.41667,36460,한국가스공사,0,0
27,2017-02-10,48200,48200,47350,47700,108540,-0.00209205,46960,46680,46940.0,46731.66667,45465.41667,36460,한국가스공사,1,4
28,2017-02-13,48150,49000,48000,48900,229874,0.025157233,47530,46980,46975.0,46818.33333,45505.41667,36460,한국가스공사,0,1
29,2017-02-14,49000,49000,48100,48500,100923,-0.008179959,47920,47200,47012.5,46902.5,45543.75,36460,한국가스공사,1,3
30,2017-02-15,47500,49450,47400,49150,316443,0.013402062,48410,47435,47070.0,47005.0,45595.83333,36460,한국가스공사,0,6
31,2017-02-16,48800,49450,48150,48500,144582,-0.013224822,48550,47590,47117.5,47098.33333,45644.16667,36460,한국가스공사,1,1
32,2017-02-17,48450,48850,47650,48400,105658,-0.002061856,48690,47825,47140.0,47160.0,45691.66667,36460,한국가스공사,1,1
33,2017-02-20,48400,48750,48050,48550,81449,0.003099174,48620,48075,47207.5,47221.66667,45737.91667,36460,한국가스공사,0,0
34,2017-02-21,48600,48750,48150,48650,87249,0.002059732,48650,48285,47262.5,47285.0,45785.0,36460,한국가스공사,1,1
35,2017-02-22,48800,49700,48050,48250,167962,-0.008221994,48470,48440,47365.0,47341.66667,45835.83333,36460,한국가스공사,0,0
36,2017-02-23,48550,49050,47900,48800,155732,0.011398964,48530,48540,47515.0,47421.66667,45889.16667,36460,한국가스공사,1,1
37,2017-02-24,49050,49300,48650,49150,136992,0.007172131,48680,48685,47682.5,47517.5,45945.0,36460,한국가스공사,0,0
38,2017-02-27,49200,49450,48450,48850,111072,-0.006103764,48740,48680,47830.0,47617.5,45996.66667,36460,한국가스공사,0,0
39,2017-02-28,49000,49000,48200,48950,150028,0.002047083,48800,48725,47962.5,47686.66667,46055.83333,36460,한국가스공사,0,0
40,2017-03-02,49100,49100,47700,48200,186421,-0.015321757,48790,48630,48032.5,47744.16667,46107.5,36460,한국가스공사,0,2
41,2017-03-03,47900,48100,46950,47500,111924,-0.014522822,48530,48530,48060.0,47778.33333,46151.25,36460,한국가스공사,0,1
42,2017-03-06,47200,47550,46650,47300,149512,-0.004210526,48160,48420,48122.5,47800.83333,46185.83333,36460,한국가스공사,0,0
43,2017-03-07,47500,48450,47100,47750,95334,0.009513742,47940,48340,48207.5,47839.16667,46222.91667,36460,한국가스공사,0,0
44,2017-03-08,47300,48450,47100,48450,153553,0.014659686,47840,48320,48302.5,47861.66667,46259.16667,36460,한국가스공사,1,1
45,2017-03-09,48000,48350,46950,46950,207342,-0.030959752,47590,48190,48315.0,47856.66667,46289.58333,36460,한국가스공사,1,2
46,2017-03-10,46650,47450,46050,47200,255213,0.005324814,47530,48030,48285.0,47832.5,46324.16667,36460,한국가스공사,-1,11
47,2017-03-13,47150,47900,47000,47350,120028,0.003177966,47540,47850,48267.5,47815.0,46358.75,36460,한국가스공사,1,1
48,2017-03-14,47000,47800,47000,47150,127647,-0.004223865,47420,47680,48180.0,47794.16667,46388.75,36460,한국가스공사,0,0
49,2017-03-15,47100,47600,46400,46850,188673,-0.006362672,47100,47470,48097.5,47760.83333,46417.5,36460,한국가스공사,1,3
50,2017-03-16,47500,47500,46650,47400,166446,0.011739594,47190,47390,48010.0,47738.33333,46450.0,36460,한국가스공사,0,0
51,2017-03-17,47450,47500,46350,46900,205334,-0.010548523,47130,47330,47930.0,47711.66667,46475.41667,36460,한국가스공사,0,0
52,2017-03-20,46850,47100,46400,46950,88779,0.001066098,47050,47295,47857.5,47698.33333,46507.08333,36460,한국가스공사,0,0
53,2017-03-21,47000,47000,44300,45000,561582,-0.041533546,46620,47020,47680.0,47651.66667,46522.08333,36460,한국가스공사,1,3
54,2017-03-22,45200,45650,44500,45600,246249,0.013333333,46370,46735,47527.5,47612.5,46542.5,36460,한국가스공사,-1,1
55,2017-03-23,45650,45950,45250,45450,153783,-0.003289474,45980,46585,47387.5,47565.83333,46548.33333,36460,한국가스공사,0,0
56,2017-03-24,45350,45650,44400,44750,196760,-0.01540154,45550,46340,47185.0,47494.16667,46552.91667,36460,한국가스공사,0,0
57,2017-03-27,44450,44900,44350,44650,90869,-0.002234637,45090,46070,46960.0,47420.83333,46555.0,36460,한국가스공사,0,0
58,2017-03-28,44550,44750,43900,44000,174618,-0.014557671,44890,45755,46717.5,47332.5,46551.25,36460,한국가스공사,0,0
59,2017-03-29,44100,44500,44000,44100,146717,0.002272727,44590,45480,46475.0,47260.0,46550.0,36460,한국가스공사,1,1
60,2017-03-30,44200,45300,43900,45250,236480,0.026077098,44550,45265,46327.5,47209.16667,46555.83333,36460,한국가스공사,1,2
61,2017-03-31,45200,45500,44500,44950,219169,-0.006629834,44590,45070,46200.0,47165.0,46553.75,36460,한국가스공사,0,4
62,2017-04-03,44700,45250,44400,44800,127595,-0.003337041,44620,44855,46075.0,47114.16667,46547.91667,36460,한국가스공사,0,0
63,2017-04-04,44550,44900,44500,44700,75580,-0.002232143,44760,44825,45922.5,47072.5,46550.0,36460,한국가스공사,1,1
64,2017-04-05,44700,46200,44700,46150,320231,0.032438479,45170,44880,45807.5,47045.83333,46570.0,36460,한국가스공사,0,0
65,2017-04-06,45800,45950,45150,45650,112624,-0.010834236,45250,44900,45742.5,47014.16667,46587.08333,36460,한국가스공사,1,3
66,2017-04-07,45700,46100,45400,46100,132026,0.009857612,45480,45035,45687.5,46987.5,46604.58333,36460,한국가스공사,1,1
67,2017-04-10,45950,46000,45050,45150,84592,-0.020607375,45550,45085,45577.5,46928.33333,46607.08333,36460,한국가스공사,0,0
68,2017-04-11,45150,45500,44650,45250,95643,0.002214839,45660,45210,45482.5,46879.16667,46615.83333,36460,한국가스공사,1,1
69,2017-04-12,44950,46200,44800,45900,204444,0.014364641,45610,45390,45435.0,46848.33333,46629.58333,36460,한국가스공사,1,3
70,2017-04-13,46150,46500,45600,45800,132956,-0.002178649,45640,45445,45355.0,46811.66667,46630.0,36460,한국가스공사,0,0
71,2017-04-14,46250,46400,45800,45900,88562,0.002183406,45600,45540,45305.0,46784.16667,46629.16667,36460,한국가스공사,0,1
72,2017-04-17,46000,46650,45600,46400,114795,0.010893246,45850,45700,45277.5,46758.33333,46623.75,36460,한국가스공사,0,0
73,2017-04-18,46000,46350,45700,45800,193917,-0.012931034,45960,45810,45317.5,46735.0,46618.33333,36460,한국가스공사,0,0
74,2017-04-19,45550,45700,45050,45150,134186,-0.01419214,45810,45710,45295.0,46695.0,46612.5,36460,한국가스공사,0,3
75,2017-04-20,45000,45800,44600,45350,133311,0.004429679,45720,45680,45290.0,46680.83333,46611.25,36460,한국가스공사,1,1
76,2017-04-21,45550,45650,45000,45450,125916,0.002205072,45630,45615,45325.0,46675.0,46603.75,36460,한국가스공사,0,0
77,2017-04-24,45000,45500,45000,45200,86629,-0.00550055,45390,45620,45352.5,46665.0,46592.91667,36460,한국가스공사,0,0
78,2017-04-25,45050,45650,44850,45550,126028,0.007743363,45340,45650,45430.0,46659.16667,46580.83333,36460,한국가스공사,0,0
79,2017-04-26,45500,45750,45250,45700,143859,0.003293085,45450,45630,45510.0,46649.16667,46578.33333,36460,한국가스공사,1,3
