,Date,Open,High,Low,Close,Volume,Change,5Days,10Days,20Days,60Days,120Days,종목코드,회사명,emotion,count
0,2017-01-02,8433,8512,8197,8394,9913,-0.013978621,8402.2,8167.2,7991.1,8284.983333,8463.808333,54450,텔레칩스,0,0
1,2017-01-03,8394,8433,8236,8237,18170,-0.018703836,8394.4,8212.2,8019.5,8270.533333,8462.166667,54450,텔레칩스,0,0
2,2017-01-04,8157,8394,8157,8276,17673,0.004734734,8370.8,8253.2,8041.55,8255.433333,8461.183333,54450,텔레칩스,0,0
3,2017-01-05,8394,8394,8157,8315,9396,0.004712421,8347.0,8292.6,8064.8,8240.983333,8459.533333,54450,텔레칩스,0,0
4,2017-01-06,8354,8354,8197,8197,32397,-0.014191221,8283.8,8335.1,8090.4,8229.15,8456.575,54450,텔레칩스,0,0
5,2017-01-09,8157,8276,8000,8118,22262,-0.009637672,8228.6,8315.4,8110.1,8214.033333,8454.275,54450,텔레칩스,0,0
6,2017-01-10,8157,8354,8039,8315,47625,0.024267061,8244.2,8319.3,8123.85,8200.233333,8443.433333,54450,텔레칩스,0,0
7,2017-01-11,8276,8394,8118,8355,24578,0.004810583,8260.0,8315.4,8149.45,8189.066667,8438.508333,54450,텔레칩스,0,0
8,2017-01-12,8315,8354,8118,8276,34515,-0.009455416,8252.2,8299.6,8171.9,8175.266667,8436.533333,54450,텔레칩스,0,0
9,2017-01-13,8197,8748,8118,8670,50604,0.04760754,8346.8,8315.3,8211.3,8173.3,8438.5,54450,텔레칩스,0,0
10,2017-01-16,8670,8709,8394,8513,22244,-0.01810842,8425.8,8327.2,8247.2,8176.6,8440.475,54450,텔레칩스,0,0
11,2017-01-17,8512,8591,8394,8513,12942,0.0,8465.4,8354.8,8283.5,8180.55,8442.775,54450,텔레칩스,0,0
12,2017-01-18,8512,8670,8354,8513,20216,0.0,8497.0,8378.5,8315.85,8187.133333,8445.075,54450,텔레칩스,0,0
13,2017-01-19,8591,8591,8315,8355,11964,-0.01855985,8512.8,8382.5,8337.55,8189.1,8446.058333,54450,텔레칩스,0,0
14,2017-01-20,8276,8354,8000,8315,30483,-0.004787552,8441.8,8394.3,8364.7,8185.15,8446.058333,54450,텔레칩스,0,0
15,2017-01-23,8276,8354,8118,8197,9196,-0.014191221,8378.6,8402.2,8358.8,8177.266667,8445.4,54450,텔레칩스,0,0
16,2017-01-24,8078,8276,8000,8158,15056,-0.004757838,8307.6,8386.5,8352.9,8166.1,8444.741667,54450,텔레칩스,0,0
17,2017-01-25,8118,8354,8000,8276,33338,0.014464329,8260.2,8378.6,8347.0,8158.866667,8442.116667,54450,텔레칩스,0,0
18,2017-01-26,8315,8315,8039,8276,15973,0.0,8244.4,8378.6,8339.1,8162.8,8440.8,54450,텔레칩스,0,0
19,2017-01-31,8394,8394,7921,8040,34262,-0.028516191,8189.4,8315.6,8315.45,8151.633333,8435.216667,54450,텔레칩스,0,0
20,2017-02-01,7960,8276,7960,8237,25730,0.024502488,8197.4,8288.0,8307.6,8144.416667,8430.625,54450,텔레칩스,0,0
21,2017-02-02,8354,8354,8000,8040,17591,-0.023916474,8173.8,8240.7,8297.75,8141.133333,8425.041667,54450,텔레칩스,0,0
