,Date,Open,High,Low,Close,Volume,Change,5Days,10Days,20Days,60Days,120Days,종목코드,회사명,emotion,count
0,2017-01-02,6170,6360,6170,6340,558206,0.03257329,5980,5849.0,5578.5,5586.333333,6484.833333,82210,옵트론텍,0,0
1,2017-01-03,6320,6340,6170,6310,392379,-0.004731861,6106,5921.0,5643.5,5591.0,6486.25,82210,옵트론텍,0,0
2,2017-01-04,6320,6360,6190,6200,186057,-0.017432647,6182,5964.0,5699.0,5589.666667,6486.083333,82210,옵트론텍,0,0
3,2017-01-05,6170,6290,6080,6120,230894,-0.012903226,6222,5995.0,5751.0,5590.5,6485.916667,82210,옵트론텍,0,0
4,2017-01-06,6170,6240,6090,6240,257281,0.019607843,6242,6054.0,5802.0,5598.166667,6482.083333,82210,옵트론텍,0,0
5,2017-01-09,6270,6290,6130,6190,234295,-0.008012821,6212,6096.0,5847.0,5604.666667,6477.75,82210,옵트론텍,0,0
6,2017-01-10,6170,6200,5930,5970,309865,-0.035541195,6144,6125.0,5879.5,5606.166667,6470.25,82210,옵트론텍,0,0
7,2017-01-11,5970,6050,5920,5980,253491,0.001675042,6100,6141.0,5903.5,5610.0,6460.916667,82210,옵트론텍,0,0
8,2017-01-12,5980,6160,5920,6050,298057,0.011705686,6086,6154.0,5929.0,5613.166667,6452.25,82210,옵트론텍,0,0
9,2017-01-13,6050,6120,5780,5820,367705,-0.038016529,6002,6122.0,5942.0,5609.333333,6441.166667,82210,옵트론텍,0,0
10,2017-01-16,5820,5820,5610,5640,230402,-0.030927835,5892,6052.0,5950.5,5604.5,6428.083333,82210,옵트론텍,0,0
11,2017-01-17,5640,5730,5540,5580,176070,-0.010638298,5814,5979.0,5950.0,5597.666667,6417.166667,82210,옵트론텍,0,0
12,2017-01-18,5570,5720,5510,5680,137755,0.017921147,5754,5927.0,5945.5,5598.5,6403.75,82210,옵트론텍,0,0
13,2017-01-19,5730,5930,5600,5890,337940,0.036971831,5722,5904.0,5949.5,5605.166667,6393.75,82210,옵트론텍,0,0
14,2017-01-20,5880,5900,5730,5740,153724,-0.025466893,5706,5854.0,5954.0,5606.333333,6377.166667,82210,옵트론텍,0,0
15,2017-01-23,5730,6070,5730,5890,584389,0.026132404,5756,5824.0,5960.0,5611.666667,6361.833333,82210,옵트론텍,0,0
16,2017-01-24,5950,6280,5920,6190,1112246,0.050933786,5878,5846.0,5985.5,5622.833333,6349.166667,82210,옵트론텍,0,0
17,2017-01-25,6300,6800,6230,6780,2600306,0.095315024,6098,5926.0,6033.5,5645.166667,6340.333333,82210,옵트론텍,1,1
18,2017-01-26,6820,6850,6640,6780,1073572,0.0,6276,5999.0,6076.5,5672.833333,6334.25,82210,옵트론텍,1,2
19,2017-01-31,6820,6830,6600,6730,513359,-0.007374631,6474,6090.0,6106.0,5697.5,6324.083333,82210,옵트론텍,0,0
20,2017-02-01,6730,7140,6650,6970,1560982,0.035661218,6690,6223.0,6137.5,5724.166667,6314.166667,82210,옵트론텍,0,0
21,2017-02-02,7010,7040,6530,6590,771357,-0.054519369,6770,6324.0,6151.5,5743.833333,6302.0,82210,옵트론텍,0,0
22,2017-02-03,6670,6840,6520,6780,547820,0.028831563,6770,6434.0,6180.5,5765.166667,6293.0,82210,옵트론텍,0,0
23,2017-02-06,6790,7040,6750,6750,695766,-0.004424779,6764,6520.0,6212.0,5783.166667,6284.916667,82210,옵트론텍,0,0
24,2017-02-07,6830,6920,6500,6580,622771,-0.025185185,6734,6604.0,6229.0,5796.0,6275.166667,82210,옵트론텍,1,4
25,2017-02-08,6640,6660,6400,6650,332066,0.010638298,6670,6680.0,6252.0,5809.333333,6267.25,82210,옵트론텍,0,0
26,2017-02-09,6650,6720,6530,6530,285819,-0.018045113,6658,6714.0,6280.0,5825.333333,6259.833333,82210,옵트론텍,0,0
27,2017-02-10,6520,6670,6480,6500,291941,-0.004594181,6602,6686.0,6306.0,5840.833333,6248.333333,82210,옵트론텍,0,0
28,2017-02-13,6460,6520,6360,6370,363050,-0.02,6526,6645.0,6322.0,5850.833333,6236.583333,82210,옵트론텍,0,0
29,2017-02-14,6430,6630,6380,6630,440328,0.040816327,6536,6635.0,6362.5,5865.666667,6226.0,82210,옵트론텍,0,0
30,2017-02-15,6620,6670,6510,6540,407585,-0.013574661,6514,6592.0,6407.5,5881.833333,6215.833333,82210,옵트론텍,0,0
31,2017-02-16,6590,6600,6360,6450,352641,-0.013761468,6498,6578.0,6451.0,5898.833333,6207.75,82210,옵트론텍,0,0
32,2017-02-17,6370,6630,6350,6600,360184,0.023255814,6518,6560.0,6497.0,5918.166667,6199.166667,82210,옵트론텍,0,0
33,2017-02-20,6560,6820,6560,6770,589656,0.025757576,6598,6562.0,6541.0,5943.666667,6186.916667,82210,옵트론텍,0,0
34,2017-02-21,6790,6830,6620,6680,312122,-0.013293944,6608,6572.0,6588.0,5970.166667,6179.916667,82210,옵트론텍,0,0
35,2017-02-22,6690,6780,6600,6600,401771,-0.011976048,6620,6567.0,6623.5,5993.166667,6172.0,82210,옵트론텍,0,0
36,2017-02-23,6640,6640,6420,6430,359354,-0.025757576,6616,6557.0,6635.5,6015.0,6158.916667,82210,옵트론텍,0,0
37,2017-02-24,6400,6470,6230,6230,303265,-0.031104199,6542,6530.0,6608.0,6032.166667,6142.833333,82210,옵트론텍,0,0
38,2017-02-27,6240,6420,6220,6280,158192,0.008025682,6444,6521.0,6583.0,6048.5,6126.25,82210,옵트론텍,0,0
39,2017-02-28,6280,6410,6260,6270,107730,-0.001592357,6362,6485.0,6560.0,6062.666667,6111.75,82210,옵트론텍,0,0
