,thema,date,score
0,263750,2020-12-25,73
1,263750,2020-12-24,71
2,263750,2020-12-23,60
3,263750,2020-12-22,80
4,263750,2020.12.21,87
5,263750,2020.12.19,82
6,263750,2020-12-19,81
7,263750,2020.12.18,84
8,263750,2020-12-18,74
9,263750,2020-12-17,76
10,263750,2020.12.16,92
11,263750,2020-12-16,79
12,263750,2020.12.15,92
13,263750,2020-12-15,76
14,263750,2020.12.14,90
15,263750,2020.12.12,61
16,263750,2020-12-12,66
17,263750,2020-12-11,65
18,263750,2020-12-10,65
19,263750,2020-12-09,53
20,263750,2020-12-08,81
21,263750,2020-12-05,81
22,263750,2020.12.04,78
23,263750,2020-12-04,79
24,263750,2020-12-01,67
25,263750,2020-11-27,75
26,263750,2020-11-26,59
27,263750,2020-11-25,70
28,263750,2020-11-24,82
29,263750,2020-11-21,91
30,263750,2020-11-20,71
31,263750,2020-11-19,79
32,263750,2020-11-18,65
33,263750,2020-11-17,82
34,263750,2020-11-14,55
35,263750,2020.11.13,75
36,263750,2020-11-13,72
37,263750,2020.11.12,87
38,263750,2020-11-12,69
39,263750,2020-11-06,70
40,263750,2020-11-05,81
41,263750,2020.11.04,71
42,263750,2020-11-04,84
43,263750,2020-11-02,85
44,263750,2020-10-31,53
45,263750,2020-10-30,60
46,263750,2020-10-29,65
47,263750,2020-10-28,58
48,263750,2020-10-27,50
49,263750,2020-10-24,72
50,263750,2020-10-23,53
51,263750,2020-10-22,71
52,263750,2020-10-20,48
53,263750,2020-10-15,46
54,263750,2020.10.14,36
55,263750,2020-10-14,61
56,263750,2020-10-13,63
57,263750,2020-10-09,69
58,263750,2020-10-08,67
59,263750,2020.10.06,45
60,263750,2020-10-06,87
61,263750,2020.09.28,60
62,263750,2020-09-26,70
63,263750,2020-09-24,63
64,263750,2020-09-23,66
65,263750,2020-09-22,72
66,263750,2020-09-20,92
67,263750,2020-09-19,78
68,263750,2020-09-17,91
69,263750,2020.09.16,90
70,263750,2020-09-15,76
71,263750,2020.09.14,81
72,263750,2020.09.13,49
73,263750,2020-09-12,56
74,263750,2020.09.11,58
75,263750,2020-09-11,82
76,263750,2020.09.10,68
77,263750,2020-09-10,47
78,263750,2020.09.09,78
79,263750,2020-09-09,54
80,263750,2020.09.08,77
81,263750,2020-09-07,81
82,263750,2020-09-05,56
83,263750,2020-09-04,75
84,263750,2020.09.02,65
85,263750,2020-08-29,96
86,263750,2020.08.29,85
87,263750,2020-08-28,58
88,263750,2020-08-27,83
89,263750,2020.08.26,91
90,263750,2020-08-26,82
91,263750,2020-08-22,80
92,263750,2020-08-21,42
93,263750,2020-08-19,47
94,263750,2020.08.16,86
95,263750,2020.08.14,75
96,263750,2020-08-14,83
97,263750,2020.08.13,85
98,263750,2020-08-13,54
99,263750,2020-08-12,96
100,263750,2020-08-08,68
101,263750,2020-08-06,86
102,263750,2020-08-05,87
103,263750,2020.08.04,63
104,263750,2020-08-01,75
105,263750,2020-07-31,72
106,263750,2020-07-30,84
107,263750,2020-07-29,80
108,263750,2020-07-28,67
109,263750,2020.07.27,64
110,263750,2020-07-26,74
111,263750,2020-07-25,72
112,263750,2020-07-24,86
113,263750,2020-07-23,75
114,263750,2020.07.22,71
115,263750,2020-07-22,82
116,263750,2020.07.21,78
117,263750,2020-07-21,58
118,263750,2020.07.20,69
119,263750,2020-07-18,76
120,263750,2020-07-17,60
121,263750,2020.07.15,57
122,263750,2020-07-16,69
123,263750,2020-07-15,100
124,263750,2020.07.14,79
125,263750,2020-07-14,76
126,263750,2020-07-11,63
127,263750,2020.07.10,95
128,263750,2020-07-10,81
129,263750,2020.07.08,88
130,263750,2020-07-09,74
131,263750,2020-07-08,78
132,263750,2020-07-07,80
133,263750,2020-07-04,87
134,263750,2020-07-03,89
135,263750,2020-07-02,62
136,263750,2020-07-01,73
137,263750,2020.06.30,84
138,263750,2020-06-30,65
139,263750,2020-06-27,83
140,263750,2020-06-26,48
141,263750,2020-06-25,77
