,thema,date,score
0,052790,2020.12.16,76
1,052790,2020-12-16,76
2,052790,2020.12.11,63
3,052790,2020-12-11,63
4,052790,2020.12.10,59
5,052790,2020-12-10,46
6,052790,2020.12.09,62
7,052790,2020-12-09,65
8,052790,2020.12.04,50
9,052790,2020-12-04,69
10,052790,2020-11-12,82
11,052790,2020.10.15,83
12,052790,2020.09.28,66
13,052790,2020-09-26,50
14,052790,2020-09-16,47
15,052790,2020.09.14,30
16,052790,2020-09-02,69
17,052790,2020-08-11,97
18,052790,2020-07-23,100
19,052790,2020-06-29,63
20,052790,2020-06-27,25
21,052790,2020.06.26,43
