,thema,date,score
0,063080,2020-12-19,50
1,063080,2020.12.15,77
2,063080,2020-12-07,70
3,063080,2020-12-04,81
4,063080,2020.11.12,72
5,063080,2020.11.05,62
6,063080,2020.10.21,64
7,063080,2020-10-20,81
8,063080,2020-10-14,84
9,063080,2020.09.14,68
10,063080,2020.09.10,68
11,063080,2020-09-07,86
12,063080,2020.09.04,80
13,063080,2020-08-26,93
14,063080,2020-08-14,76
15,063080,2020-08-12,83
16,063080,2020-08-05,66
17,063080,2020-07-30,94
18,063080,2020-07-25,95
19,063080,2020-07-24,91
20,063080,2020-07-23,88
21,063080,2020.07.10,76
22,063080,2020-07-03,100
