,thema,date,score
0,050110,2020-12-19,78
1,050110,2020.12.17,63
2,050110,2020-12-17,75
3,050110,2020-11-20,50
4,050110,2020-10-24,95
5,050110,2020.09.24,91
6,050110,2020-08-26,62
7,050110,2020-08-20,60
