,word,count
1761,활성,18
1762,공모전,18
1763,바캉스,18
1764,회장,18
1765,한도,18
1766,늘어날,18
1767,방안,18
1768,조직,18
1769,타이니,18
1770,킹,18
1771,카운터,18
1772,어택,18
1773,타격,18
1774,스트리트,18
1775,DDI,18
1776,맥스,18
1777,임팩트,18
1778,블레이즈,18
1779,신무협,18
1780,나훈아,18
1781,계열사,17
1782,강,17
1783,단기,17
1784,거쳐,17
1785,연내,17
1786,희망,17
1787,즉시,17
1788,메시지,17
1789,매우,17
1790,The,17
1791,현대모비스,17
1792,79,17
1793,나이츠,17
1794,서상영,17
1795,퍼블리셔,17
1796,츠,17
1797,산,17
1798,클럽,17
1799,달하,17
1800,인해,17
1801,나올,17
1802,화면,17
1803,94,17
1804,부정,17
1805,심사,17
1806,삼성물산,17
1807,재개,17
1808,블레이드,17
1809,열린다,17
1810,표현,17
1811,방지,17
1812,대통령,17
1813,경영,17
1814,열린,17
1815,저,17
1816,양,17
1817,낼,17
1818,반,17
